Filename	Atlas Name	Publications	Biospecimen	Assay	Level	Organ	Treatment	Diagnosis	Data Access	Synapse Id	Atlasid	File Format	Data File ID	Parent Data File ID	Primary Diagnosis	Sc RN Aseq Workflow Type	Sc RN Aseq Workflow Parameters Description	Workflow Version	Workflow Link	Release Version	Metadata	View
imaging_level_2/OHSU_TMA1_011-H6.ome.tif	HTAN TNP - TMA		HTA14_16_26	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341996	HTA14	OME-TIFF	HTA14_16_1007							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-H8.ome.tif	HTAN TNP - TMA		HTA14_49_26	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342007	HTA14	OME-TIFF	HTA14_49_1007							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-A07.ome.tif	HTAN TNP - TMA		HTA14_7_5	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342235	HTA14	OME-TIFF	HTA14_7_1012							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-B01.ome.tif	HTAN TNP - TMA		HTA14_12_5	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342241	HTA14	OME-TIFF	HTA14_12_1012							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-B05.ome.tif	HTAN TNP - TMA		HTA14_16_5	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342299	HTA14	OME-TIFF	HTA14_16_1012							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-B09.ome.tif	HTAN TNP - TMA		HTA14_12_6	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342307	HTA14	OME-TIFF	HTA14_12_1013							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-C03.ome.tif	HTAN TNP - TMA		HTA14_24_5	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342309	HTA14	OME-TIFF	HTA14_24_1012							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-C08.ome.tif	HTAN TNP - TMA		HTA14_24_6	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342313	HTA14	OME-TIFF	HTA14_24_1013							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-D02.ome.tif	HTAN TNP - TMA		HTA14_30_5	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342320	HTA14	OME-TIFF	HTA14_30_1012							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-F03.ome.tif	HTAN TNP - TMA		HTA14_7_6	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342344	HTA14	OME-TIFF	HTA14_7_1013							Release 4.0	Details	
